structure_name,size,mode,num_atoms,num_edges,train_mean_ms,train_steps_per_s,train_peak_mem_mb,infer_mean_ms,infer_steps_per_s,infer_peak_mem_mb
TiO2.cif,4,eager,768,36352,397.64092712402345,2.5148316779980293,9284.92431640625,234.60729370117187,4.262442075964346,3172.82373046875
TiO2.cif,4,compile,768,36352,380.6501724243164,2.6270840589171867,7175.5947265625,63.16888720194499,15.830578062948838,3986.8447265625
