structure_name,size,mode,num_atoms,num_edges,amp,compile_bucket_atoms,compile_bucket_edges,train_mean_ms,train_steps_per_s,train_peak_mem_mb,infer_mean_ms,infer_steps_per_s,infer_peak_mem_mb
TiO2.cif,2,eager,96,4544,none,,,163.20959536234537,6.127090737403503,1124.4794921875,37.6081919670105,26.589951489217807,407.90771484375
TiO2.cif,2,compile,96,4544,none,,,98.43490219116211,10.158998259153897,974.86572265625,16.347659945487976,61.1708344395801,557.54443359375
TiO2.cif,3,eager,324,15336,none,,,276.13832600911456,3.6213734415373864,3563.5361328125,140.17216110229492,7.134084201428695,1247.54931640625
TiO2.cif,3,compile,324,15336,none,,,257.11959584554035,3.889240711939866,3075.1259765625,34.27123212814331,29.1789917637308,1719.06640625
TiO2.cif,4,eager,768,36352,none,,,538.9236094156901,1.8555505502611338,8337.1943359375,244.87833786010742,4.083660517866116,2892.90576171875
TiO2.cif,4,compile,768,36352,none,,,460.63938903808594,2.1708955503961893,7176.9365234375,73.90028762817383,13.531747062088009,3980.7001953125
AlN_mp-661_computed.cif,2,eager,32,1504,none,,,47.88445854187012,20.883602539341677,430.681640625,28.23475217819214,35.41734645620076,170.5810546875
AlN_mp-661_computed.cif,2,compile,32,1504,none,,,43.09896024068197,23.20241589160381,362.21044921875,17.199628174304962,58.1407917581573,231.9443359375
AlN_mp-661_computed.cif,3,eager,108,5076,none,,,106.89928690592448,9.354599351818303,1248.55029296875,63.69881582260132,15.698878967938123,453.01806640625
AlN_mp-661_computed.cif,3,compile,108,5076,none,,,103.16765848795573,9.692960125839674,1072.08203125,18.303744196891785,54.63363065190854,624.6142578125
AlN_mp-661_computed.cif,4,eager,256,12032,none,,,220.1002655029297,4.543383887861277,2826.6103515625,117.18835163116455,8.533271319895112,994.8623046875
AlN_mp-661_computed.cif,4,compile,256,12032,none,,,217.8430633544922,4.590460603157777,2429.26513671875,27.296512365341187,36.634716795165225,1369.232421875
