structure_name,size,mode,num_atoms,num_edges,amp,compile_bucket_atoms,compile_bucket_edges,train_mean_ms,train_steps_per_s,train_peak_mem_mb,infer_mean_ms,infer_steps_per_s,infer_peak_mem_mb
TiO2.cif,2,eager,96,4544,none,,,162.8778279622396,6.139571066921599,1124.4794921875,37.56556820869446,26.620121768011817,407.90771484375
TiO2.cif,2,compile,96,4544,none,,,98.87436930338542,10.113844538735888,974.86572265625,34.05145573616028,29.367320086056395,557.54443359375
TiO2.cif,3,eager,324,15336,none,,,268.8639678955078,3.7193529792309072,3563.5361328125,138.60633850097656,7.214677271003406,1247.54931640625
TiO2.cif,3,compile,324,15336,none,,,261.99704996744794,3.8168368694389723,3075.1259765625,35.56377553939819,28.118499367205317,1719.06640625
TiO2.cif,4,eager,768,36352,none,,,553.4108835856119,1.80697566611066,8337.1943359375,244.12384033203125,4.096281619361331,2892.90576171875
TiO2.cif,4,compile,768,36352,none,,,464.1143391927083,2.1546414655910526,7176.9365234375,77.0393590927124,12.980377975322432,3980.7001953125
AlN_mp-661_computed.cif,2,eager,32,1504,none,,,49.150634765625,20.34561719840454,430.681640625,29.421567916870117,33.98867126406976,170.5810546875
AlN_mp-661_computed.cif,2,compile,32,1504,none,,,43.8616746266683,22.798947110696748,362.21044921875,20.830592155456543,48.006316504931974,231.9443359375
AlN_mp-661_computed.cif,3,eager,108,5076,none,,,106.61188379923503,9.379817374610308,1248.55029296875,61.43065643310547,16.2785172430795,453.01806640625
AlN_mp-661_computed.cif,3,compile,108,5076,none,,,106.6253662109375,9.37863132888749,1072.08203125,16.554752111434937,60.40561605928642,624.6142578125
AlN_mp-661_computed.cif,4,eager,256,12032,none,,,220.12842559814453,4.542802672043592,2826.6103515625,120.94643211364746,8.26812318911854,994.8623046875
AlN_mp-661_computed.cif,4,compile,256,12032,none,,,208.93563588460287,4.7861629528450065,2429.26513671875,28.18560004234314,35.47910984679067,1369.232421875
