structure_name,size,num_atoms,steps,baseline_final_loss,candidate_final_loss,final_loss_rel_diff,max_loss_abs_diff,param_rel_diff_max,pass
TiO2.cif,2,96,10,5.325500011444092,5.515131950378418,0.03560828814698827,0.5816993713378906,0.006108551751822233,True
TiO2.cif,3,324,10,2677.428955078125,2675.48681640625,0.0007253744933890616,5.5087890625,0.00795047264546156,True
AlN_mp-661_computed.cif,2,32,10,48.79435348510742,48.796817779541016,5.05036803970736e-05,0.0333404541015625,0.0004346249043010175,True
AlN_mp-661_computed.cif,3,108,10,1.00856351852417,0.9362783432006836,0.07167141582633237,0.4715137481689453,0.0008234301349148154,True
