structure_name,size,mode,num_atoms,num_edges,amp,compile_bucket_atoms,compile_bucket_edges,train_mean_ms,train_steps_per_s,train_peak_mem_mb,infer_mean_ms,infer_steps_per_s,infer_peak_mem_mb
TiO2.cif,2,eager,96,4544,bfloat16,,,1213.119384765625,0.8243211777488827,623.98095703125,246.96730041503906,4.0491190466084275,290.07958984375
TiO2.cif,2,compile,96,4544,bfloat16,256,,154.4120330810547,6.476179220275374,544.8203125,72.447998046875,13.803003905683967,333.46142578125
